Age,Country,CountryCode,Player,Position
26 June 1944  ,Germany FR,FRG,Wolfgang WEBER,Defender
30 December 1946  ,Germany FR,FRG,Berti VOGTS,Defender
21 July 1939  ,Germany FR,FRG,Helmut HALLER,Midfielder
5 November 1936  ,Germany FR,FRG,Uwe SEELER,Forward
7 August 1942  ,Germany FR,FRG,Sigi HELD,Forward
19 November 1944  ,Germany FR,FRG,Klaus FICHTEL,Defender
29 September 1943  ,Germany FR,FRG,Wolfgang OVERATH,Midfielder
3 November 1945  ,Germany FR,FRG,Gerd MUELLER,Forward
10 October 1943  ,Germany FR,FRG,Stan LIBUDA,Forward
14 March 1943  ,Germany FR,FRG,Bernd PATZKE,Defender
19 August 1939  ,Germany FR,FRG,Max LORENZ,Defender
5 July 1942  ,Germany FR,FRG,Hennes LOEHR,Forward
27 February 1942  ,Germany FR,FRG,Klaus-Dieter SIELOFF,Defender
6 March 1944  ,Germany FR,FRG,Peter DIETRICH,Midfielder
7 July 1944  ,Germany FR,FRG,Juergen GRABOWSKI,Forward
8 March 1940  ,Germany FR,FRG,Manfred MANGLITZ,Goalkeeper
8 June 1942  ,Germany FR,FRG,Horst WOLTER,Goalkeeper
15 September 1915  ,Germany FR,FRG,SCHOEN Helmut,Coach
18 September 1944  ,Israel,ISR,Itzhak VISSOKER,Goalkeeper
24 March 1948  ,Israel,ISR,Shraga BAR,Defender
26 December 1947  ,Israel,ISR,Menachem BELLO,Defender
5 May 1946  ,Israel,ISR,David PRIMO,Defender
23 June 1947  ,Israel,ISR,Zvi ROSEN,Defender
22 April 1947  ,Israel,ISR,Shmuel ROSENTHAL,Defender
1 September 1948  ,Israel,ISR,Itzhak SCHUM,Midfielder
27 July 1947  ,Israel,ISR,Giora SPIEGEL,Midfielder
5 December 1947  ,Israel,ISR,Jehoshua FAIGENBAUM,Forward
19 August 1944  ,Israel,ISR,Mordechai SPIEGLER,Forward
12 July 1944  ,Israel,ISR,George BORBA,Forward
10 February 1946  ,Israel,ISR,Yeshaiyahu SCHWAGER,Defender
1 January 1947  ,Israel,ISR,Yehezkel HAZUM,Forward
29 November 1940  ,Israel,ISR,Dani SHMULEVICH ROM,Forward
17 May 1943  ,Israel,ISR,Rahamim TALBI,Forward
14 May 1945  ,Israel,ISR,Johanan VALLACH,Defender
1 January 1947  ,Israel,ISR,Eli BEN RIMOZ,Forward
6 May 1946  ,Israel,ISR,Moshe ROMANO,Forward
24 February 1946  ,Israel,ISR,Aharon SHURUK,Midfielder
11 February 1945  ,Israel,ISR,David KARAKO,Defender
20 August 1949  ,Israel,ISR,Yechiel HAMEIRI,Goalkeeper
29 June 1937  ,Israel,ISR,Yair NOSOVSKI,Goalkeeper
1 February 1924  ,Israel,ISR,SHEFFER Emmanuel,Coach
2 November 1939  ,Italy,ITA,Enrico ALBERTOSI,Goalkeeper
25 April 1939  ,Italy,ITA,Tarcisio BURGNICH,Defender
18 July 1942  ,Italy,ITA,Giacinto FACCHETTI,Defender
13 July 1943  ,Italy,ITA,Fabrizio POLETTI,Defender
25 February 1941  ,Italy,ITA,Pierluigi CERA,Defender
18 July 1945  ,Italy,ITA,Ugo FERRANTE,Defender
15 December 1946  ,Italy,ITA,Comunardo NICCOLAI,Defender
18 August 1943  ,Italy,ITA,Roberto ROSATO,Defender
8 March 1938  ,Italy,ITA,Giorgio PUIA,Defender
7 January 1944  ,Italy,ITA,Mario BERTINI,Midfielder
7 November 1944  ,Italy,ITA,Gigi RIVA,Forward
28 February 1942  ,Italy,ITA,Dino ZOFF,Goalkeeper
25 August 1941  ,Italy,ITA,Angelo DOMENGHINI,Forward
18 August 1943  ,Italy,ITA,Gianni RIVERA,Midfielder
8 November 1942  ,Italy,ITA,Sandro MAZZOLA,Midfielder
13 March 1943  ,Italy,ITA,Giancarlo DE SISTI,Midfielder
16 July 1939  ,Italy,ITA,Lido VIERI,Goalkeeper
1 January 1943  ,Italy,ITA,Antonio JULIANO,Midfielder
24 February 1946  ,Italy,ITA,Sergio GORI,Forward
13 November 1943  ,Italy,ITA,Roberto BONINSEGNA,Forward
5 July 1946  ,Italy,ITA,Giuseppe FURINO,Midfielder
13 December 1946  ,Italy,ITA,Pierino PRATI,Forward
12 February 1919  ,Italy,ITA,VALCAREGGI Ferruccio,Coach
13 December 1943  ,Mexico,MEX,Ignacio CALDERON,Goalkeeper
15 November 1943  ,Mexico,MEX,Juan Manuel ALEJANDREZ,Defender
22 November 1944  ,Mexico,MEX,Gustavo PENA,Defender
28 June 1942  ,Mexico,MEX,Francisco MONTES,Defender
30 July 1946  ,Mexico,MEX,Mario PEREZ,Defender
25 June 1942  ,Mexico,MEX,Guillermo HERNANDEZ,Defender
19 September 1945  ,Mexico,MEX,Marcos RIVAS,Midfielder
27 June 1942  ,Mexico,MEX,Antonio MUNGUIA,Midfielder
30 December 1945  ,Mexico,MEX,Enrique BORJA,Forward
15 September 1948  ,Mexico,MEX,Horacio LOPEZ SALGADO,Forward
10 July 1942  ,Mexico,MEX,Aaron PADILLA,Forward
1 January 1943  ,Mexico,MEX,Antonio MOTA,Goalkeeper
30 March 1943  ,Mexico,MEX,Jose VANTOLRA,Defender
9 January 1945  ,Mexico,MEX,Javier GUZMAN,Defender
15 December 1942  ,Mexico,MEX,Hector PULIDO,Midfielder
14 March 1940  ,Mexico,MEX,Isidoro DIAZ,Midfielder
14 September 1942  ,Mexico,MEX,Jose Luis GONZALEZ,Midfielder
29 March 1940  ,Mexico,MEX,Mario VELARDE,Midfielder
4 December 1941  ,Mexico,MEX,Javier VALDIVIA,Forward
21 July 1944  ,Mexico,MEX,Juan Ignacio BASAGUREN,Forward
19 April 1942  ,Mexico,MEX,Javier FRAGOSO,Forward
11 June 1947  ,Mexico,MEX,Francisco CASTREJON,Goalkeeper
30 October 1928  ,Mexico,MEX,CARDENAS Raul,Coach
1 January 1941  ,Morocco,MAR,Allal BEN KASSOU,Goalkeeper
1 January 1946  ,Morocco,MAR,Abdallah LAMRANI,Defender
1 January 1947  ,Morocco,MAR,Boujamaa BENKHRIF,Defender
1 January 1939  ,Morocco,MAR,Driss KANOUSSI,Defender
1 January 1948  ,Morocco,MAR,Kassem SLIMANI,Defender
1 January 1947  ,Morocco,MAR,Mohamed MAAROUFI,Midfielder
1 January 1947  ,Morocco,MAR,Ghandi SAID,Midfielder
15 December 1942  ,Morocco,MAR,Driss BAMOUS,Midfielder
1 January 1946  ,Morocco,MAR,Ahmed FARAS,Forward
9 July 1945  ,Morocco,MAR,Mohamed EL FILALI,Midfielder
1 January 1948  ,Morocco,MAR,Mahjoub GHAZOUANI,Forward
1 January 1945  ,Morocco,MAR,Mohamed HAZZAZ,Goalkeeper
1 January 1940  ,Morocco,MAR,Jilali FADILI,Defender
1 January 1945  ,Morocco,MAR,Houmane JARIR,Forward
1 January 1946  ,Morocco,MAR,Hadi DAHANE,Midfielder
1 January 1945  ,Morocco,MAR,Mustafa CHOUKRI,Midfielder
1 January 1949  ,Morocco,MAR,Ahmed ALAOUI,Forward
1 January 1945  ,Morocco,MAR,Abdelkader EL KHYATI,Defender
1 January 1943  ,Morocco,MAR,Abdellah OURIAGHLI,Goalkeeper
11 June 1934  ,Morocco,MAR,VIDINIC Blagoje,Coach
31 December 1940  ,Peru,PER,Luis RUBINOS,Goalkeeper
31 May 1942  ,Peru,PER,Eloy CAMPOS,Defender
21 November 1943  ,Peru,PER,Orlando DE LA TORRE,Defender
12 April 1944  ,Peru,PER,Hector CHUMPITAZ,Defender
20 December 1941  ,Peru,PER,Nicolas FUENTES,Defender
5 April 1947  ,Peru,PER,Ramon MIFFLIN,Midfielder
24 November 1946  ,Peru,PER,Roberto CHALLE,Midfielder
10 December 1947  ,Peru,PER,Julio BAYLON,Midfielder
26 March 1943  ,Peru,PER,Pedro LEON,Forward
8 March 1949  ,Peru,PER,Teofilo CUBILLAS,Forward
28 November 1940  ,Peru,PER,Alberto GALLARDO,Forward
25 July 1941  ,Peru,PER,Ruben CORREA,Goalkeeper
19 May 1943  ,Peru,PER,Pedro GONZALES,Defender
14 February 1939  ,Peru,PER,Jose FERNANDEZ,Defender
11 May 1939  ,Peru,PER,Javier GONZALES,Defender
11 May 1939  ,Peru,PER,Felix SALINAS,Defender
6 July 1941  ,Peru,PER,Luis CRUZADO,Midfielder
1 January 1943  ,Peru,PER,Jose DEL CASTILLO,Forward
8 January 1948  ,Peru,PER,Eladio REYES,Midfielder
18 May 1946  ,Peru,PER,Hugo SOTIL,Forward
1 January 1947  ,Peru,PER,Jesus GOYZUETA,Goalkeeper
28 March 1947  ,Peru,PER,Osvaldo RAMIREZ,Forward
8 October 1928  ,Peru,PER,DIDI,Coach
10 May 1946  ,Romania,ROU,Necula RADUCANU,Goalkeeper
21 February 1944  ,Romania,ROU,Ludovic SATMAREANU,Defender
17 December 1940  ,Romania,ROU,Nicolae LUPESCU,Defender
24 February 1942  ,Romania,ROU,Mihai MOCANU,Defender
2 August 1948  ,Romania,ROU,Cornel DINU,Defender
8 September 1941  ,Romania,ROU,Dan COE,Defender
6 October 1945  ,Romania,ROU,Emerich DEMBROVSCHI,Midfielder
26 August 1947  ,Romania,ROU,Nicolae DOBRIN,Midfielder
22 May 1948  ,Romania,ROU,Florea DUMITRACHE,Forward
16 November 1944  ,Romania,ROU,Radu NUNWEILLER,Midfielder
29 July 1945  ,Romania,ROU,Mircea LUCESCU,Forward
22 March 1942  ,Romania,ROU,Mihai IVANCESCU,Defender
23 August 1944  ,Romania,ROU,Augustin DELEANU,Defender
28 October 1941  ,Romania,ROU,Vasile GHERGHELY,Midfielder
2 January 1950  ,Romania,ROU,Ion DUMITRU,Midfielder
19 July 1948  ,Romania,ROU,Alexandru NEAGU,Midfielder
5 May 1948  ,Romania,ROU,Gheorghe TATARU,Forward
14 October 1942  ,Romania,ROU,Marin TUFAN,Forward
11 May 1946  ,Romania,ROU,Flavius DOMIDE,Forward
27 March 1943  ,Romania,ROU,Niculae PESCARU,Defender
17 August 1941  ,Romania,ROU,Stere ADAMACHE,Goalkeeper
2 August 1944  ,Romania,ROU,Gheorghe GORNEA,Goalkeeper
1 October 1921  ,Romania,ROU,NICULESCU Angelo,Coach
8 October 1948  ,Soviet Union,URS,Leonid SHMUTS,Goalkeeper
19 July 1940  ,Soviet Union,URS,Anzor KAVAZASHVILI,Goalkeeper
22 December 1939  ,Soviet Union,URS,Valentin AFONIN,Defender
15 April 1945  ,Soviet Union,URS,Revaz DZODZVASHVILI,Defender
26 February 1944  ,Soviet Union,URS,Vladimir KAPLICHNI,Defender
29 January 1949  ,Soviet Union,URS,Evgeni LOVCHEV,Defender
15 April 1942  ,Soviet Union,URS,Gennadi LOGOFET,Defender
5 January 1943  ,Soviet Union,URS,Murtaz KHURTSILAVA,Defender
20 June 1941  ,Soviet Union,URS,Albert SHESTERNYOV,Defender
24 February 1944  ,Soviet Union,URS,Valeri ZIKOV,Defender
1 January 1947  ,Soviet Union,URS,Kakhi ASATIANI,Midfielder
29 January 1946  ,Soviet Union,URS,Nicolai KISELYOV,Midfielder
22 October 1929  ,Soviet Union,URS,Lev YASHIN,Goalkeeper
14 September 1946  ,Soviet Union,URS,Vladimir MUNTYAN,Midfielder
29 March 1940  ,Soviet Union,URS,Viktor SEREBRYANIKOV,Midfielder
23 April 1946  ,Soviet Union,URS,Anatoly BISHOVETS,Forward
4 February 1944  ,Soviet Union,URS,Gennadi YEVRYUZHIKHIN,Forward
30 May 1936  ,Soviet Union,URS,Slava METREVELI,Forward
2 January 1948  ,Soviet Union,URS,Givili NODIYA,Forward
3 June 1941  ,Soviet Union,URS,Anatoli PUZACH,Forward
12 June 1943  ,Soviet Union,URS,Vitali KHMELNITSKI,Forward
4 October 1944  ,Soviet Union,URS,Valeriy PORKUYAN,Forward
17 January 1911  ,Soviet Union,URS,KACHALIN Gavril,Coach
21 February 1949  ,Sweden,SWE,Ronnie HELLSTROM,Goalkeeper
15 March 1945  ,Sweden,SWE,Hans SELANDER,Defender
10 November 1941  ,Sweden,SWE,Kurt AXELSSON,Defender
6 October 1942  ,Sweden,SWE,Bjorn NORDQVIST,Defender
1 January 1941  ,Sweden,SWE,Roland GRIP,Defender
4 March 1945  ,Sweden,SWE,Tommy SVENSSON,Midfielder
5 May 1944  ,Sweden,SWE,Bo LARSSON,Midfielder
20 March 1942  ,Sweden,SWE,Leif ERIKSSON,Midfielder
16 May 1943  ,Sweden,SWE,Ove KINDVALL,Forward
9 May 1943  ,Sweden,SWE,Ove GRAHN,Forward
27 August 1942  ,Sweden,SWE,Orjan PERSSON,Midfielder
10 May 1940  ,Sweden,SWE,Sven-Gunnar LARSSON,Goalkeeper
15 October 1944  ,Sweden,SWE,Claes CRONQVIST,Forward
25 July 1942  ,Sweden,SWE,Krister KIRSTERSSON,Defender
1 September 1945  ,Sweden,SWE,Leif MALBERG,Defender
24 May 1946  ,Sweden,SWE,Thomas NORDAHL,Midfielder
26 April 1940  ,Sweden,SWE,Ronny PETTERSSON,Goalkeeper
17 May 1942  ,Sweden,SWE,Tom TURESSON,Forward
20 August 1942  ,Sweden,SWE,Goran NICKLASSON,Midfielder
30 March 1942  ,Sweden,SWE,Jan OLSSON,Defender
24 December 1946  ,Sweden,SWE,Inge EJDERSTEDT,Midfielder
4 December 1945  ,Sweden,SWE,Sten PALSSON,Forward
16 November 1930  ,Sweden,SWE,BERGMARK Orvar,Coach
14 February 1945  ,Uruguay,URU,Ladislao MAZURKIEWICZ,Goalkeeper
19 July 1948  ,Uruguay,URU,Atilio ANCHETA,Defender
11 May 1940  ,Uruguay,URU,Roberto MATOSAS,Defender
7 June 1940  ,Uruguay,URU,Luis UBINA,Defender
25 April 1944  ,Uruguay,URU,Julio MONTERO CASTILLO,Midfielder
22 December 1944  ,Uruguay,URU,Juan MUJICA,Defender
28 March 1940  ,Uruguay,URU,Luis CUBILLA,Midfielder
3 December 1942  ,Uruguay,URU,Pedro ROCHA,Midfielder
6 October 1944  ,Uruguay,URU,Victor ESPARRAGO,Midfielder
4 August 1947  ,Uruguay,URU,Ildo MANEIRO,Midfielder
16 February 1945  ,Uruguay,URU,Julio MORALES,Forward
29 October 1944  ,Uruguay,URU,Hector SANTOS,Goalkeeper
4 October 1948  ,Uruguay,URU,Rodolfo SANDOVAL,Midfielder
1 January 1942  ,Uruguay,URU,Francisco CAMERA,Defender
6 June 1943  ,Uruguay,URU,Dagoberto FONTES,Forward
8 November 1938  ,Uruguay,URU,Omar CAETANO,Midfielder
23 January 1944  ,Uruguay,URU,Ruben BARENO,Forward
10 June 1944  ,Uruguay,URU,Alberto GOMEZ,Forward
8 February 1946  ,Uruguay,URU,Oscar ZUBIA,Forward
29 March 1941  ,Uruguay,URU,Julio CORTES,Midfielder
16 June 1950  ,Uruguay,URU,Julio LOSADA,Forward
2 May 1949  ,Uruguay,URU,Walter CORBO,Goalkeeper
19 June 1926  ,Uruguay,URU,HOHBERG Juan,Coach
